"China National Seed Group Co., Ltd.",0,0,0,1,0,0,1,1,0,0,0,0
"China Tobacco Yunnan Industrial Co., Ltd.",0,0,0,0,0,0,1,1,1,7,12,3
Chinese Academy Of Forestry,0,0,0,0,0,0,0,1,0,0,0,0
Chinese Agricultural University,0,0,0,0,0,0,0,5,0,0,0,0
Chinese People'S Liberation Army Army Specialized Medical Center西部（重庆）,0,0,0,0,0,0,0,0,2,0,0,0
Chung Ang University,0,0,0,0,0,0,0,0,1,2,2,0
Chung Ang University Industry Academic Cooperation Foundation,0,0,0,0,0,0,0,0,0,1,0,0
Chungang University Industry Academic Cooperation Foundation,0,0,0,0,0,0,0,0,1,0,0,0
Cibus Us Llccibus Europe B.V.,0,3,2,0,0,0,0,0,0,0,0,0
Cibus Us Llcサイバス　ユーエス　エルエルシーCibus Europ B Vサイバス　オイローペ　ベスローテン　ヴェンノーツハップ,0,0,0,0,0,0,0,1,1,0,0,0
"Cotton Research Institute, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,1,1,1,0
"Cotton Research Institute, Shanxi Agricultural University",0,0,0,0,0,0,0,0,0,0,0,2
Crop Research Institute Of Sichuan Academy Of Agricultural Sciences (Sichuan Germplasm Resource Center)四川省农业科学院作物研究所（四川省种质资源中心）,0,0,0,0,0,0,0,0,0,0,0,1
Crop Research Institute Of The Sichuan Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,0,0,1,3
"Crop Research Institute, Guangdong Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,0,2,0
"Crop Research Institute, Shandong Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,0,1,0
Crop Science Research Institute Of Chinese Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,2,0,0,0
"Crop Science Research Institute, Shanxi Academy Of Agricultural Science",0,0,0,0,0,0,1,0,0,0,0,0
"Crops Research Institute, Guangdong Academy Of Agricultural Sciences",0,0,0,0,0,0,0,1,0,0,0,0
Dalian University Of Technology,0,0,0,0,0,0,0,1,0,0,0,0
Dow Agrosciences Llc,5,0,0,0,0,0,0,0,0,0,0,0
Dupont Nutrition Biosci Apsuniv Laval Canada,0,0,0,0,0,1,0,0,0,0,0,0
Dupont Nutrition Biosciences Apsuniversite Laval (Canada),0,0,0,0,0,1,0,0,0,0,0,0
Dupont Nutrition Biosciences Apsuniversité Laval (Canada),0,0,0,0,0,0,1,0,0,0,0,0
Dupont Nutrition Biosciences Aps杜邦营养生物科学有限公司Universite Laval (Canada)拉瓦尔大学（加拿大）,0,0,0,0,0,1,0,0,0,0,0,0
East China Normal University,0,0,0,0,0,0,0,0,0,0,0,1
Editas Medicine Inc,0,0,2,0,0,0,0,0,0,0,0,0
"Editas Medicine, Inc.",0,0,2,0,0,0,0,0,0,0,1,0
"Editas Medicine,Inc.",0,0,0,0,0,0,0,0,0,1,0,0
Elsoms Dev Ltd,0,0,0,1,0,1,0,0,0,0,0,0
"Environment And Plant Protection Institute, Chinese Academy Of Tropical Agricultural Sciences",0,0,0,0,0,0,0,0,0,1,0,0
Foshan University,0,0,0,0,0,0,0,0,0,0,0,1
"Frontier Laboratories Of Systems Crop Design Co., Ltd.未名兴旺系统作物设计前沿实验室（北京）有限公司Peking University",0,0,0,0,0,1,0,0,0,0,0,0
Fudan University,0,0,0,2,0,0,0,0,0,0,0,0
Fujian Agriculture And Forestry University,0,0,0,0,0,0,5,3,2,2,3,7
Fujian Agriculture And Forestry University福建农林大学Jimei University,0,0,0,0,0,0,0,0,0,0,0,1
Future Industry Research Institute Of Yangtze River Delta Of安庆市长三角未来产业研究院Zhejiang University,0,0,0,0,0,0,0,0,0,1,0,0
Gannan Normal University,0,0,0,0,0,0,0,0,1,0,2,0
Gansu Agricultural University,0,0,0,0,0,0,0,0,0,0,1,0
Genetic And Developmental Biology Research Institute Of Chinese Academy Of,0,0,0,0,0,0,0,1,0,0,0,0
Genkore Co Ltd,0,0,0,0,0,1,0,0,0,0,0,0
Genkore Co. Ltd.,0,0,0,0,0,2,0,0,0,0,0,0
Grow More Foundation,0,0,0,0,0,0,0,0,0,0,1,0
Guangdong Academy Of Agricultural Sciences-Agricultural Biological Gene Research Center,0,0,0,0,0,0,0,1,0,1,1,0
Guangdong Institute Of Microbiology (Guangdong Detection Center Of Microbiology )广东省微生物研究所（广东省微生物分析检测中心）,0,0,0,0,0,0,0,1,0,0,0,0
Guangdong Sanjie Forage Biotechnology Co Ltd,0,0,0,0,0,0,2,0,0,0,0,0
"Guangdong Sanjie Forage Biotechnology Co., Ltd",0,0,0,0,0,0,4,0,3,0,0,0
"Guangdong Sanjie Herbage Biotechnology Co., Ltd.",0,0,0,0,0,1,0,0,0,0,0,0
Guangxi Academy Of Agricultural Sciences,0,0,0,0,0,0,1,0,0,0,0,1
Guangxi Academy Of Agricultural Sciences广西壮族自治区农业科学院Tianjin Normal University天津师范大学Foshan Kunpeng Modern Agricultural Research Institute,0,0,0,0,0,0,0,0,0,0,0,1
Guangxi University,0,0,0,0,0,0,0,0,0,1,0,0
Guangzhou Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,0,0,1,0
Guangzhou University,0,0,0,0,0,0,1,0,1,0,1,1
Guizhou Drought Grain Sorghum Research Institute,0,0,0,0,0,0,0,0,0,0,0,1
Guizhou Rice Research Institute,0,0,0,0,0,0,0,1,0,1,0,0
"Hainan Bolian Technology Co., Ltd.",0,0,0,0,0,0,0,0,0,0,2,0
Hainan Research Institute Of Zhejiang University,0,0,0,0,0,0,0,0,0,0,0,1
Hainan University,0,0,0,0,0,0,0,0,0,0,1,1
Hangzhou International Science And Technology Innovation Center Of Zhejiang University,0,0,0,0,0,0,0,0,0,0,0,2
Hangzhou Normal University,0,0,0,0,0,0,0,1,0,0,1,0
"Harbin Veterinary Research Institute, Caas (Harbin Branch Of China Animal Health And Epidemiology Center)中国农业科学院哈尔滨兽医研究所（中国动物卫生与流行病学中心哈尔滨分中心）Shenzhen Agricultural Genome Institute Of Chinese Academy Of Agricultural Sciences (Lingnan Modern Agriculture Science And Technology Guangdong Province Shenzhen Branch Center)中国农业科学院深圳农业基因组研究所（岭南现代农业科学与技术广东省实验室深圳分中心）",0,0,0,0,0,0,0,0,0,0,0,1
Hebei University Of Science And Technology,0,0,0,0,0,0,0,0,1,0,0,0
"Hefei Jiangu Biotechnology Co., Ltd.",0,0,0,0,0,0,0,1,0,0,0,0
Henan Agricultural University,0,0,0,0,1,1,1,1,4,5,7,2
Henan Agricultural University河南农业大学China National Tobacco Corporation Sichuan Company,0,0,0,0,0,0,0,0,1,0,0,0
Henan Agricultural University河南农业大学Henan Institute Of Crop Molecular Breeding,0,0,0,0,0,0,0,0,0,1,0,0
"Henan Agricultural University河南农业大学Henan Qidu Agricultural Technology Co., Ltd.",0,0,0,0,0,0,0,0,0,0,1,0
"Henan Agricultural University河南农业大学Jiaozuo Jiudao Seedling Breeding Co., Ltd.",0,0,0,0,0,0,0,0,1,0,0,0
Henan Normal University,0,0,0,0,0,0,0,0,0,1,0,3
Henan Super Wheat Science And Technology Research Institute,0,0,0,0,0,0,0,0,0,0,1,0
Henan University,0,0,0,0,0,0,0,0,0,1,1,2
Henan University Of Science And Technology,0,0,0,0,0,0,0,0,1,0,0,0
Henan University河南大学Sanya Research Institute Of Henan University,0,0,0,0,0,0,0,0,0,0,1,2
Henan Vocational College Of Agriculture河南农业职业学院Henan Agricultural University河南农业大学Henan Institute Of Science & Technology,0,0,0,0,0,0,0,0,0,0,0,1
"Hongchang Bio-Tech (Suzhou) Co., Ltd.鸿昶生物科技（苏州）",0,0,0,0,0,0,0,0,0,0,1,0
Horticulture Institute Of Xinjiang Academy Of Agricultural Science,0,0,0,0,1,0,3,0,0,0,0,1
Huaiyin Normal University,0,0,0,0,0,0,1,1,2,0,0,1
Huang Jiahui,0,0,0,0,0,0,0,0,0,0,0,1
Huazhong Agricultural University,0,0,0,1,2,4,6,9,10,2,7,12
"Huazhong Agricultural University华中农业大学Jilin Academy Of Agricultural Sciences吉林省农业科学院Wimi Biotechnology (Jiangsu) Co., Ltd.未米生物科技（江苏）",0,0,0,0,0,0,0,0,1,0,0,0
Huazhong Agricultural University华中农业大学Linyi University,0,0,0,0,0,0,0,0,0,0,1,0
Hubei Academy Of Agricultural Sciences Institute Of Food Crops,0,0,0,0,0,0,0,0,0,0,0,1
Hubei Academy Of Agricultural Sciences Institute Of Food Crops湖北省农业科学院粮食作物研究所Huazhong Agricultural University,0,0,0,0,0,0,0,0,0,0,0,3
"Hubei Biopesticide Engineering Research Center湖北省生物农药工程研究中心Institute Of Plant Protection, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,0,1,0
"Hubei Biorun Synthetic Biological Technology Co., Ltd.",0,0,0,0,0,0,0,0,2,0,0,0
"Hubei Chuzhirun Agricultural Development Co., Ltd.",0,0,0,0,0,0,0,1,0,0,0,0
Hubei University,0,0,1,0,0,0,1,0,0,0,1,1
"Hubei University湖北大学Oil Crops Research Institute, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,0,1,1
Huizhou University,0,0,0,0,0,0,0,0,0,2,0,0
Hunan Agricultural University,0,0,0,0,0,0,0,0,0,2,1,1
"Hunan Agricultural University湖南农业大学Institute Of Plant Protection, Hunan Province",0,0,0,0,0,0,0,0,1,0,0,0
Hunan Hybrid Rice Research Center,0,0,0,3,1,0,3,1,2,0,0,0
Hunan Institute Of Crops,0,0,0,0,0,0,0,0,0,0,1,0
Hunan University,0,0,0,0,0,0,0,0,1,2,0,1
"Inari Agriculture Technology, Inc.",0,0,0,0,0,0,0,0,1,0,0,0
Ingateygen Llc,0,0,0,0,0,2,0,0,0,0,0,0
Inner Mongolia Autonomous Region Academy Of Agricultural & Animal Husbandry Sciences,0,0,0,0,0,0,0,0,1,0,0,0
Inner Mongolia University内蒙古大学China National Rice Research Institute,0,0,0,0,0,0,0,1,0,0,0,0
"Inner Mongolia Zhongke Zhengbiao Biotechnology Co., Ltd.",0,0,0,2,0,0,0,0,0,0,0,0
Inst Genetics & Developmental Biology Cas,0,0,0,3,0,1,0,0,0,0,0,0
Inst Genetics & Developmental Biology Casuniv China Agricultural,0,0,0,0,0,1,0,0,0,0,0,0
"Institute Of Agricultural Engineering Technology, Fujian Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,1,0,0
"Institute Of Agro-Food Science And Technology, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,1,0,0
"Institute Of Bast Fiber Crops, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,1,0,0
"Institute Of Botany, The Chinese Academy Of Sciences",0,0,0,0,0,0,1,2,0,0,0,2
"Institute Of Chinese Materia Medica, China Academy Of Chinese Medical Sciences",0,0,0,0,0,0,0,0,0,0,0,1
"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences",0,1,1,1,2,7,11,7,11,6,11,7
"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences中国农业科学院作物科学研究所Biotechnology Research Institute, Caas",0,0,0,0,0,0,0,0,2,0,0,0
"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences中国农业科学院作物科学研究所National Nanfan Research Institute, Sanya Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,0,1,0
"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences中国农业科学院作物科学研究所National South Research Institute Of Sanya Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,1,0,0,0
"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences中国农业科学院作物科学研究所Ordos Agriculture And Animal Husbandry Ecological And Resource Protection Center (Ordos City Cultivated Monitoring And Protection Center)鄂尔多斯市农牧业生态与资源保护中心（鄂尔多斯市耕地质量监测保护中心）",0,0,0,0,0,0,0,0,0,0,0,1
"Institute Of Crop Sciences, Chinese Academy Of Agricultural Sciences",0,0,0,1,0,0,0,0,0,0,0,0
"Institute Of Economic Crop, Hubei Academy Of Agricultural Science",0,0,0,0,0,0,0,1,0,0,0,0
"Institute Of Fruit Tree Research, Guangdong Academy Of Agricultural Sciences",0,0,0,0,0,0,0,1,0,0,0,0
Institute Of Genetics & Developmental Biology Chinese Academy Of Sciences中国科学院遺▲伝▼与▲発▼,0,0,0,0,0,0,0,0,0,1,0,1
Institute Of Genetics And Developmental Biology Chinese Academy Of Sciences,0,0,0,1,2,0,0,0,0,0,0,0
"Institute Of Genetics And Developmental Biology, Chinese Academy Of Sciences",0,0,0,8,0,5,2,0,2,1,1,1
"Institute Of Genetics And Developmental Biology, Chinese Academy Of Sciences中国科学院遗传与发育生物学研究所Institute Of Crop Science, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,1,0,0,0,0,0
"Institute Of Medicinal Plant Development (Implad), Cams & Pumc",0,0,0,0,0,0,0,0,0,1,0,0
"Institute Of Medicinal Plant Development, Chinese Academy Of Medical Sciences",0,0,0,0,0,0,0,0,1,0,3,0
Institute Of Microbiology Chinese Academy Of Sciences,0,0,0,0,0,0,0,1,1,0,0,0
Institute Of Microbiology Of Chinese Academy Of Sciences,0,0,0,0,0,0,0,1,0,0,0,0
Institute Of Plant Protection Of Xinjiang Academy Of Agricultural Sciences新疆农业科学院植物保护研究所Chinese Academy Of Inspection And Quarantine,0,0,0,0,0,0,0,0,0,0,2,0
"Institute Of Plant Protection, Chinese Academy Of Agricultural Sciences",0,0,0,1,0,0,3,2,1,1,3,3
"Institute Of Plant Protection, Faas",0,0,0,0,0,0,0,0,0,0,2,3
Institute Of Tobacco Research Of Caas (Qingzhou Tobacco Research Institute Of China National Tobacco Company)中国农业科学院烟草研究所（中国烟草总公司青州烟草研究所）,0,0,0,0,0,0,0,0,0,0,2,1
"Institute Of Tropical Bioscience And Biotechnology, Chinese Academy Of Tropical Agricultural Sciences",0,0,0,0,0,1,0,1,0,0,0,0
"Institute Of Urban Agriculture, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,1,0,0
"Institute Of Vegetables And Flowers, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,1,0,0
International Centre For Genetic Engineering And Biotechnology (Icgeb),0,0,0,0,0,0,0,1,0,0,0,0
Jawaharlal Nehru University (Jnu),0,0,0,0,0,0,0,0,1,0,0,0
Jianghan University,0,0,0,0,0,0,1,0,0,0,0,0
Jiangsu Academy Of Agricultural Sciences,0,0,0,0,0,4,2,0,1,0,1,1
"Jiangsu Academy Of Agricultural Sciences江苏省农业科学院Nanjing Lihua Agricultural Technology Co., Ltd.",0,0,0,0,0,0,0,1,0,0,0,0
"Jiangsu Beiruili Biological Technology Co., Ltd.",0,0,0,0,1,0,0,0,0,0,0,0
Jiangsu Lixiahe Region Agricultural Research Institute,0,0,0,0,0,0,0,0,0,0,2,0
Jiangsu Normal University,0,0,0,0,0,0,0,0,1,0,0,0
"Jiangsu Sanshu Biotechnology Co., Ltd.",0,0,0,0,2,0,0,0,0,0,0,0
Jiangsu Science And Technology University,0,0,0,0,0,0,0,0,0,1,0,0
Jiangsu University,0,0,0,0,0,0,0,0,1,1,0,0
Jiangsu University江苏大学Jiangsu Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,0,0,0,1
Jiangxi Academy Of Agricultural Sciences,0,0,0,0,1,0,0,0,0,0,0,0
Jiangxi Agricultural University,0,0,0,0,0,0,0,1,0,0,0,0
Jiangxi Agricultural University江西农业大学China National Rice Research Institute,0,0,0,0,0,0,0,0,0,1,0,0
Jiangxi Super Paddy Rice Research Development Center (Jiangxi Academy Of Agricultural Sciences Hainan Paddy Rice Breeding Center)江西省超级水稻研究发展中心（江西省农科院海南水稻育种中心）,0,0,0,0,0,0,1,0,0,0,0,0
Jiangxi Super-Rice Research And Development Center,0,0,0,0,0,0,0,1,0,0,0,0
Jilin Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,0,3,1,0
Jilin Academy Of Agricultural Sciences吉林省农业科学院Guangzhou University,0,0,0,0,0,0,0,1,0,0,0,0
Jilin Agricultural Science And Technology College,0,0,0,0,0,0,0,0,0,0,1,0
Jilin Agricultural University,0,0,0,0,0,0,3,0,0,0,0,0
Jilin University,0,0,0,0,0,0,0,0,0,1,0,0
Jilin University吉林大学Jilin Academy Of Agricultural Sciences (Northeast Innovation Center Of China Agricultural Science And Technology)吉林省农业科学院（中国农业科技东北创新中心）,0,0,0,0,0,0,0,0,0,0,0,1
Jingchu University Of Technology,0,0,0,0,0,0,0,0,1,0,0,0
"Jiyinmeixinshi Life Technology (Shanghai) Co., Ltd.肌茵美信使酶生命科技（上海）",0,0,0,0,0,0,0,0,0,0,1,0
Kansas State University Research Foundation,0,0,0,0,0,0,0,0,0,1,0,0
Keygene N.V.,0,0,0,0,4,0,2,0,0,0,1,0
Keygene Nv,0,0,0,0,1,0,2,0,0,2,0,0
King Abdullah University Of Science And Technology,0,0,1,1,0,0,0,0,0,0,0,0
Korea Research Institute Of Bioscience & Biotechnology,0,0,0,0,0,1,0,0,0,0,0,0
Kt&G Corporation,0,0,0,0,0,0,0,0,1,0,0,0
"Kunming Institute Of Botany, Chinese Academy Of Sciences",0,0,0,0,0,0,2,0,0,0,0,0
Kws Saat Se & Co Kgaa,0,0,0,0,1,1,2,0,0,0,0,0
Kws Saat Se & Co. Kgaa,0,0,0,1,5,5,3,1,0,1,0,2
"Kws Saat Se & Co. Kgaakws Saat Se & Co., Kgaa",0,0,0,0,1,0,0,0,0,0,0,0
Kws Saat Sekws,0,0,0,0,2,0,0,0,0,0,0,0
Lanzhou University,0,0,0,0,0,0,0,0,0,1,0,0
"Lanzhou Veterinary Research Institute, Chinese Academy Of Agriculture Sciences",0,0,0,1,0,0,3,3,9,1,7,0
"Lanzhou Veterinary Research Institute, Chinese Academy Of Agriculture Sciences中国农业科学院兰州兽医研究所Lanzhou University",0,0,0,0,0,0,0,0,0,0,1,0
Li Jia,0,0,0,0,0,0,1,0,0,0,0,0
Limited Responsibility Company Of Yunnan Chinese Tobacco Industry,0,0,0,0,0,0,0,0,0,5,0,0
Linyi University,0,0,0,0,0,0,0,0,0,1,0,0
"Longping Biotechnology (Hainan) Co., Ltd.隆平生物技术（海南）",0,0,0,0,0,0,0,0,0,0,1,0
"Ludong Unviersity鲁东大学Shandong Baisihe Future Agricultural Technology Development Co., Ltd.山东百思禾未来农业科技发展有限公司Zhaoyuan Shenghui Agricultural Technology Development Co., Ltd.",0,0,0,0,0,0,0,0,0,1,0,0
Micolta Bioresource Inc.,0,0,0,0,0,0,0,1,0,0,0,0
Modern Agricultural Research Institute Of Beijing University,0,0,0,0,0,0,0,0,0,1,0,0
Monsanto Technology Llc,0,0,4,0,6,0,4,0,1,8,1,1
Nanchang University,0,0,0,0,0,1,0,1,0,0,1,0
"Nanfan Seed Institute, Guangdong Academy Of Sciences",0,0,0,0,0,0,0,0,0,1,0,0
Nanjing Agricultural University,0,0,0,0,2,2,3,0,5,8,5,4
Nanjing Agricultural University南京农业大学Beijing Vocational College Of Agriculture (Chinese Committee Of Rural Work Committee Party School)北京农业职业学院（中国共产党北京市委员会农村工作委员会党校）,0,0,0,0,0,0,0,0,0,0,1,0
Nanjing Forestry University,0,0,0,0,0,0,0,0,0,1,4,1
Nanjing Normal University,0,0,0,0,0,1,1,0,0,0,0,0
Nanjing University,0,0,0,0,0,0,1,0,0,2,1,0
Nankai University,0,0,0,0,0,0,0,1,0,0,1,0
Nantong University,0,0,0,0,0,0,0,0,1,1,0,0
"National Nanfan Research Institute, Sanya Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,0,0,0,0,1
Ningbo University,0,0,0,0,0,0,0,0,1,0,0,1
"Noble Research Institute, Llc",0,0,0,0,0,1,0,0,0,0,0,0
Northeast Agricultural University,0,0,0,0,0,0,1,0,0,0,0,1
Northeast Forestry University,0,0,0,0,0,0,0,0,1,3,0,0
"Northeast Institute Of Geography And Agroecology, Chinese Academy Of Sciences",0,0,0,0,0,0,0,1,2,0,0,0
Northeast Normal University东北师范大学Huazhong Agricultural University,0,0,0,0,0,0,0,0,0,0,0,1
Northwest A&F University,0,0,0,0,0,0,1,1,1,2,1,8
Northwest A&F University Shenzhen Research Institute,0,0,0,0,0,0,0,0,0,0,0,1
Northwest A&F University西北农林科技大学Gao Jinghui高景慧Peng Jiawen,0,0,0,0,0,0,0,0,0,0,1,0
Northwest Agriculture And Forestry Science And Technology University,0,0,0,0,0,0,0,0,1,0,0,0
"Oil Crop Research Institute Of Chinese Academy Of Agricultural Sciences中国农业科学院油料作物研究所Wuhan Middle Oil Geodesire Seed Industry Co.,",0,0,0,0,0,0,0,0,1,0,0,0
"Oil Crops Research Institute, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,1,1,0,2,0,2,0
"Oil Crops Research Institute, Chinese Academy Of Agricultural Sciences中国农业科学院油料作物研究所Wuhan Zhongyou Dadi Xiwang Seed Industry Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,1
Oxford University Innovation Limited,0,0,0,0,0,0,0,0,4,1,0,0
Pairwise Plants Services,0,0,0,0,0,0,0,19,10,16,19,7
"Pairwise Plants Services, Inc.Monsanto Technology Llc",0,0,0,0,0,0,0,0,0,1,2,0
Peking University,1,0,0,0,1,0,1,0,0,0,0,0
Pioneer Hi-Bred International Inc.,0,0,0,0,0,0,2,0,0,0,0,0
"Pioneer Hi-Bred International, Inc.",0,0,0,0,5,0,6,13,4,2,1,1
"Pioneer Hi-Bred International, Inc.Pioneer Hi-Bred International, Inc",0,0,0,0,0,0,0,0,0,1,0,0
Pioneer Overseas Corporationsinobioway Bio-Agriculture Group Co. Ltd.,0,0,0,0,0,0,2,0,0,0,0,0
"Pioneer Overseas Corporationsinobioway Bio-Agriculture Group Co., Ltd.",0,0,0,0,1,0,0,0,0,0,0,0
Pioneer Overseas Corporation未名生物农业集团有限公司Sinobioway Bio-Agriculture Group Co. Ltd.,0,0,0,0,1,0,0,0,0,0,0,0
Plant Protection Research Institute Of Chinese Academy Of Agricultural Sciences,0,0,0,0,0,0,0,0,0,1,0,0
Purdue Research Foundation,0,0,0,0,0,1,0,0,0,0,0,0
Qingdao Agricultural University,0,0,0,0,0,0,0,1,0,0,0,1
"Qingdao Haipi Rice Research And Development Center Co., Ltd.",0,0,0,0,0,0,0,0,0,1,0,0
"Qingdao Institute Of Bioenergy And Bioprocess Technology, Chinese Academy Of Sciences",0,0,0,0,1,0,0,0,0,0,0,0
"Qingdao Yuance Group Co., Ltd.",0,0,0,0,0,1,0,0,0,0,0,0
Regents Of The University Of Minnesota,0,3,4,0,0,0,0,1,1,0,0,0
Rice Research Institute Of Guangdong Academy Of Agricultural Sciences,0,0,0,0,2,0,0,0,1,0,0,0
"Rice Research Institute, Anhui Academy Of Agricultural Sciences",0,0,0,0,0,0,1,1,1,0,0,1
"Rubber Research Institute, Chinese Academy Of Tropical Agricultural Sciences中国热带农业科学院橡胶研究所Beijing Linglong Pugongying Technology Development Co., Ltd.北京玲珑蒲公英科技发展有限公司Beijing University Of Chemical Technology",0,0,0,0,0,0,0,1,0,0,0,0
"Rutgers, The State University Of New Jersey",0,0,0,0,0,0,0,0,1,0,0,0
SOUTH CHINA AGRICULTURAL UNIVERSITY,0,0,0,0,0,0,1,0,0,0,0,0
