"Huazhong Agricultural University华中农业大学Jilin Academy Of Agricultural Sciences吉林省农业科学院Wimi Biotechnology (Jiangsu) Co., Ltd.未米生物科技（江苏）",0,0,0,0,0,0,1,0,0
Hubei Academy Of Agricultural Sciences Institute Of Food Crops湖北省农业科学院粮食作物研究所Huazhong Agricultural University,0,0,0,0,0,0,0,2,0
"Hubei Biorun Synthetic Biological Technology Co., Ltd.",0,0,0,0,0,0,0,1,0
Hubei University,0,0,0,0,0,1,0,0,0
Huizhou University,0,0,0,0,0,0,0,2,0
Hunan Agricultural University,0,0,0,0,0,0,0,1,0
"Hunan Agricultural University湖南农业大学Institute Of Plant Protection, Hunan Province",0,0,0,0,0,0,1,0,0
Hunan Hybrid Rice Research Center,0,0,0,3,0,0,2,0,0
Hunan University,0,0,0,0,0,0,1,2,0
Inner Mongolia Autonomous Region Academy Of Agricultural & Animal Husbandry Sciences,0,0,0,0,0,0,1,0,0
Inner Mongolia University内蒙古大学China National Rice Research Institute,0,0,0,0,0,1,0,0,0
"Institute Of Botany, The Chinese Academy Of Sciences",0,0,0,1,1,0,0,1,2
"Institute Of Chinese Materia Medica, China Academy Of Chinese Medical Sciences",0,0,0,0,0,0,0,0,1
"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences",0,0,1,5,6,12,1,2,0
"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences中国农业科学院作物科学研究所Ordos Agriculture And Animal Husbandry Ecological And Resource Protection Center (Ordos City Cultivated Monitoring And Protection Center)鄂尔多斯市农牧业生态与资源保护中心（鄂尔多斯市耕地质量监测保护中心）",0,0,0,0,0,0,0,0,1
"Institute Of Crop Sciences, Chinese Academy Of Agricultural Sciences",0,0,0,0,1,0,0,0,0
"Institute Of Fruit Tree Research, Guangdong Academy Of Agricultural Sciences",0,0,0,0,0,0,1,0,0
"Institute Of Genetics And Developmental Biology, Chinese Academy Of Sciences",0,0,0,2,2,1,1,1,0
"Institute Of Genetics And Developmental Biology, Chinese Academy Of Sciences中国科学院遗传与发育生物学研究所Institute Of Crop Science, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,1,0,0,0
"Institute Of Medicinal Plant Development, Chinese Academy Of Medical Sciences",0,0,0,0,0,0,1,0,0
Institute Of Microbiology Chinese Academy Of Sciences,0,0,0,0,0,0,1,1,0
Institute Of Microbiology Of Chinese Academy Of Sciences,0,0,0,0,0,0,1,0,0
Institute Of Plant Protection Of Xinjiang Academy Of Agricultural Sciences新疆农业科学院植物保护研究所Chinese Academy Of Inspection And Quarantine,0,0,0,0,0,0,0,0,2
"Institute Of Plant Protection, Chinese Academy Of Agricultural Sciences",0,0,1,0,0,1,1,2,0
"Institute Of Tropical Bioscience And Biotechnology, Chinese Academy Of Tropical Agricultural Sciences",0,0,0,0,1,0,0,0,0
"Institute Of Urban Agriculture, Chinese Academy Of Agricultural Sciences",0,0,0,0,0,1,0,0,0
Jianghan University,0,0,0,0,1,0,0,0,0
Jiangsu Academy Of Agricultural Sciences,0,0,0,0,0,1,0,2,0
Jiangsu Normal University,0,0,0,0,0,0,1,0,0
Jiangsu Science And Technology University,0,0,0,0,0,0,1,0,0
Jiangsu University,0,0,0,0,0,0,1,1,0
Jiangxi Academy Of Agricultural Sciences,0,0,0,1,0,0,0,0,0
Jiangxi Agricultural University江西农业大学China National Rice Research Institute,0,0,0,0,0,0,0,0,1
Jilin Academy Of Agricultural Sciences,0,0,0,0,0,0,1,1,0
Jingchu University Of Technology,0,0,0,0,0,1,0,0,0
Keygene N.V.,0,0,0,0,0,1,0,1,0
King Abdullah University Of Science And Technology,0,0,0,1,0,0,1,0,0
Korea Research Institute Of Bioscience & Biotechnology,0,0,0,0,0,0,1,0,0
"Kunming Institute Of Botany, Chinese Academy Of Sciences",0,0,1,0,0,0,0,0,0
Kws Saat Se & Co. Kgaa,0,0,0,0,0,1,0,1,0
"Kws Saat Se & Co. Kgaakws Saat Se & Co., Kgaa",0,0,0,0,0,0,0,1,0
Lanzhou University,0,0,0,0,0,0,0,1,0
"Lanzhou Veterinary Research Institute, Chinese Academy Of Agriculture Sciences",0,0,0,0,1,3,8,1,0
Li Jia,0,0,0,0,1,0,0,0,0
Limited Responsibility Company Of Yunnan Chinese Tobacco Industry,0,0,0,0,0,0,2,2,0
"Longping Biotechnology (Hainan) Co., Ltd.隆平生物技术（海南）",0,0,0,0,0,0,1,0,0
"Ludong Unviersity鲁东大学Shandong Baisihe Future Agricultural Technology Development Co., Ltd.山东百思禾未来农业科技发展有限公司Zhaoyuan Shenghui Agricultural Technology Development Co., Ltd.",0,0,0,0,0,0,1,0,0
Micolta Bioresource Inc.,0,0,0,0,0,0,1,0,0
Modern Agricultural Research Institute Of Beijing University,0,0,0,0,0,0,0,1,0
Monsanto Technology Llc,0,0,0,0,1,0,2,1,1
Nanchang University,0,0,0,0,0,1,1,0,0
"Nanfan Seed Institute, Guangdong Academy Of Sciences",0,0,0,0,0,0,0,1,0
Nanjing Agricultural University,0,0,0,0,1,2,4,6,0
Nanjing Forestry University,0,0,0,0,0,0,0,2,0
Nanjing Normal University,0,0,0,0,0,1,0,0,0
Nankai University,0,0,0,0,0,1,0,1,0
Nantong University,0,0,0,0,0,0,1,0,0
"National Nanfan Research Institute, Sanya Chinese Academy Of Agricultural Sciences",0,0,0,0,0,0,0,1,0
Ningbo University,0,0,0,0,0,0,1,0,0
Northeast Agricultural University,0,0,0,0,0,1,0,0,0
Northeast Forestry University,0,0,0,0,1,1,2,0,0
"Northeast Institute Of Geography And Agroecology, Chinese Academy Of Sciences",0,0,0,0,0,1,2,0,0
Northwest A&F University,0,0,0,0,0,1,1,1,0
Northwest A&F University Shenzhen Research Institute,0,0,0,0,0,0,0,1,0
Northwest Agriculture And Forestry Science And Technology University,0,0,0,0,0,0,0,1,0
"Oil Crop Research Institute Of Chinese Academy Of Agricultural Sciences中国农业科学院油料作物研究所Wuhan Middle Oil Geodesire Seed Industry Co.,",0,0,0,0,0,0,1,0,0
"Oil Crops Research Institute, Chinese Academy Of Agricultural Sciences",0,0,0,0,1,0,0,0,0
Pairwise Plants Services,0,0,0,0,0,0,1,4,0
Peking University,0,0,0,0,1,1,0,0,0
"Pioneer Hi-Bred International, Inc.Pioneer Hi-Bred International, Inc",0,0,0,0,0,0,0,1,0
Pioneer Overseas Corporationsinobioway Bio-Agriculture Group Co. Ltd.,0,0,0,0,0,0,0,1,0
"Pioneer Overseas Corporationsinobioway Bio-Agriculture Group Co., Ltd.",0,0,0,0,1,0,0,0,0
Plant Protection Research Institute Of Chinese Academy Of Agricultural Sciences,0,0,0,0,0,0,1,0,0
Qingdao Agricultural University,0,0,0,0,0,1,0,0,0
Rice Research Institute Of Guangdong Academy Of Agricultural Sciences,0,0,0,0,3,0,0,0,0
"Rice Research Institute, Anhui Academy Of Agricultural Sciences",0,0,0,0,0,0,1,0,0
"Rubber Research Institute, Chinese Academy Of Tropical Agricultural Sciences中国热带农业科学院橡胶研究所Beijing Linglong Pugongying Technology Development Co., Ltd.北京玲珑蒲公英科技发展有限公司Beijing University Of Chemical Technology",0,0,0,0,0,0,1,0,0
SOUTH CHINA AGRICULTURAL UNIVERSITY,0,0,0,0,0,0,1,0,0
Sanya Nanfan Research Institute Of Hainan University海南大学三亚南繁研究院Sanya Research Institute Of Hainan University,0,0,0,0,0,0,2,2,0
Sanya Research Institute Of Henan University河南大学三亚研究院Henan University,0,0,0,0,0,0,2,0,0
"Sanya Research Institute, Chinese Academy Of Tropical Agricultural Sciences中国热带农业科学院三亚研究院Grain Research Institute, Hebei Academy Of Agriculture And Forestry Sciences",0,0,0,0,0,0,0,1,0
Shandong Agricultural University,0,0,0,0,0,1,1,0,0
"Shandong Jiurui Agricultural Group Co., Ltd.",0,0,0,0,0,0,0,1,0
Shandong University,0,0,0,0,0,0,0,3,0
"Shandong Yantai Agricultural Sci & Tech Institute (Yantai Branch Of Shandong Academy Of Agricultural Sciences)山东省烟台市农业科学研究院（山东省农业科学院烟台市分院）Yantai Xugeng Agricultural Technology Co., Ltd.",0,0,0,0,0,0,0,1,0
Shanghai Academy Of Agricultural Sciences,0,0,0,1,0,0,0,0,0
Shanghai Agrobiological Gene Center,0,0,0,0,0,0,1,0,0
"Shanghai Customs Animal, Plant And Food Inspection And Quarantine Technology Center",0,0,0,0,1,0,0,0,0
"Shanghai Institutes For Biological Sciences, Chinese Academy Of Sciences",0,0,0,0,0,1,0,0,0
Shanghai Jiao Tong University,0,0,1,0,2,0,0,0,0
Shanghai Normal University,0,0,0,0,0,0,0,1,0
Shanghai Traffic University,0,0,0,0,0,0,1,0,0
Shanghai University,0,0,0,1,1,0,0,0,0
Shenyang Agricultural University,0,0,0,0,0,1,1,1,0
Shenzhen Customs Animal And Plant Inspection And Quarantine Technology Center,0,0,0,0,0,0,2,0,0
Sichuan Agricultural University,0,0,1,2,0,0,1,0,0
"Sichuan Agricultural University四川农业大学Chengdu Chuannongniu Technology Co., Ltd.",0,0,0,0,0,0,0,1,0
Sinobioway Bio-Agriculture Group Co. Ltd.未名生物农业集团有限公司Pioneer Overseas Corporation,0,0,0,0,0,0,1,0,0
"Sinobioway Bioagriculture Group Co., Ltd.未名生物农业集团有限公司Pioneer Overseas Corporation",0,0,0,0,0,0,1,0,0
South China Agricultural University,0,1,0,1,3,4,8,3,0
"South China Agricultural University华南农业大学Biotechnology Research Institute, Caas",0,0,0,0,0,1,0,0,0
South China Agriculture University华南农业大学Biotechnology Research Institute Of Chinese Academy Of Agricultural Sciences,0,0,0,0,0,0,0,1,0
"South China Botanical Garden, Chinese Academy Of Sciences",0,0,0,1,0,0,1,0,0
South China Normal University华南师范大学Cas Center For Excellence In Molecular Plant Sciences,0,0,0,0,0,0,1,0,0
South China Plant Garden Of Chinese Academy Of Sciences,0,0,0,0,0,1,0,0,0
Southwest University,0,0,0,0,1,0,1,0,0
"Suzhou Jinxin Biotechnology Co., Ltd.",0,0,0,0,0,0,1,0,0
"Syngenta Biotechnology (China) Co., Ltd.先正达生物科技（中国）有限公司Syngenta Participation Ag",0,0,0,0,1,0,0,0,0
"The Broad Institute, Inc.",0,0,0,0,0,0,0,0,1
Tianjin Academy Of Agricultural Sciences,0,0,0,0,0,0,1,0,0
"Tianjin Genovo Bio Technology Co., Ltd.",0,0,0,0,0,1,0,0,0
Tokyo Univ Of Agriculture,0,0,0,0,0,0,0,0,1
University Of Electronic Science And Technology Of China,0,0,1,0,0,1,2,0,0
"University Of Florida Research Foundation, Inc.University Of Florida Research Foundation, Incorporated",0,0,0,0,0,1,0,0,0
University Of Science & Technology Beijing,0,0,0,0,3,0,3,0,0
University Of Science And Technology Of China,0,0,0,0,0,1,0,0,0
Vegetable Research Institute Of Guangdong Academy Of Agriculture Sciences,0,0,0,0,0,0,1,0,0
Vilmorin & Cie,0,0,0,0,0,0,1,0,0
"Weiming Xingwang System Crop Design Frontier Laboratory (Beijing) Co., Ltd.未名兴旺系统作物设计前沿实验室（北京）",0,0,0,1,0,0,0,0,0
West (Chongqing) Science City Germplasm Creation And System Big Science Center西部（重庆）,0,0,0,0,0,0,0,1,0
West (Chongqing) Science City Germplasm Creation And System Big Science Center西部（重庆）科学城种质创制大科学中心Chinese People'S Liberation Army Army Specialized Medical Center,0,0,0,0,0,0,0,2,0
Western (Chongqing) Science City Germplasm Creation Science Center西部（重庆）科学城种质创制大科学中心Chinese People'S Liberation Army Army Specialized Medical Center,0,0,0,0,0,0,0,1,0
Wuhan Academy Of Agricultural Sciences,0,0,0,1,0,0,0,0,0
Wuhan Biological Engineering College,0,0,0,0,0,0,1,0,0
"Wuhan Botanical Garden, Chinese Academy Of Sciences",0,0,0,0,1,0,0,0,0
Xinyang College Of Agriculture And Forestry,0,0,0,0,0,1,0,0,0
Xinyang Normal University,0,0,0,0,0,0,0,0,1
Yangzhou University,0,0,0,0,1,1,1,0,0
"Yuan Longping High-Tech Agriculture Co., Ltd.袁隆平农业高科技股份有限公司Hunan Yahua Academy Of Seed Sciences湖南亚华种业科学研究院Hunan Longping Hi-Tech Seed Science And Technology Institute Co., Ltd.",0,0,0,0,0,1,0,0,0
Yunnan Academy Of Tobacco Agriculture Science,0,0,0,0,0,0,1,2,0
Yunnan Agricultural University,0,0,0,0,0,0,1,1,0
Yunnan Institute Of Tobacco Agriculture Science,0,0,0,0,2,2,0,0,0
Zhejiang University,0,0,0,4,2,4,0,1,1
"Zhejiang University浙江大学Zhejiang Zhijiang Seeds Co., Ltd.",0,0,1,0,0,0,0,0,0
Zhengzhou Tobacco Research Institute Of Cntc,0,0,0,0,0,0,0,1,0
"Zhenjiang Agricultural Science Institute, Jiangsu Hilly Areas",0,0,0,0,0,1,0,0,0
Zhongkai University Of Agriculture And Engineering,0,0,0,0,0,1,0,0,0
"Дзе Брод Инститьют Инк. (Us)Массачусетс Инститьют Оф Текнолоджи (Us)Президент Энд Феллоуз Оф Гарвард Колледж (Us)Рутгерс, Дзе Стейт Юниверсити Оф Нью Джерси (Us)Автономная Некоммерческая Образовательная Организация Высшего Образования ""Сколковский Институт Науки И Технологий"" (Ru)Дзе Юнайтед Стейтс Оф Эмерика, Эз Репрезентед Бай, Дзе Секретэри Дипартмент Оф Хелт Энд Хьюман Сервисиз (Us)Кунин, Юджин (Us)Чжан, Фэн (Us)Вольф, Юрий, И. (Us)Шмаков Сергей (Ru)Северинов, Константин (Us)Семенова, Екатерина (Us)Минахин, Леонид (Us)Макарова, Кира, С. (Us)Конерманн, Сильвана (Ch)Джунг, Джулия (Us)Гутенберг, Джонатан, С. (Us)Абудайех, Омар, О. (Us)",0,0,0,0,0,2,0,0,0
"Пайонир Хай-Бред Интернэшнл, Инк. (Us)",0,0,0,0,0,0,0,0,1
경상국립대학교산학협력단Industry-Academic Cooperation Foundation Gyeongsang National University,0,0,0,0,0,0,2,1,0
경희대학교 산학협력단University-Industry Cooperation Group Of Kyung Hee University,0,0,0,0,0,0,1,0,0
명지대학교 산학협력단Myongji University Industry And Academia Cooperation Foundation가톨릭대학교 산학협력단The Catholic University Of Korea Industry-Academic Cooperation Foundation,0,0,0,0,0,0,2,0,0
서울대학교산학협력단Seoul National University R&Db Foundation,0,0,0,0,0,0,0,1,0
서울대학교산학협력단대한민국(농촌진흥청장)Seoul National University R&Db Foundationrepublic Of Korea(Management : Rural Development Administration),0,0,0,0,0,0,1,0,0
주식회사 케이티앤지Kt & G Corporation,0,0,0,0,0,1,1,0,0
주식회사 툴젠,0,0,0,0,1,0,0,0,0
한경대학교 산학협력단Hankyong Industry Academic Cooperation Center,0,0,1,0,0,0,0,0,0
"한경대학교 산학협력단주식회사클론Hankyong Industry Academic Cooperation Centerclone Co., Ltd.",0,0,0,0,0,1,0,0,0
한국생명공학연구원Korea Research Institute Of Bioscience And Biotechnology,0,0,0,1,0,0,0,0,0
한양대학교 산학협력단서울대학교산학협력단Iucf-Hyu (Industry-University Cooperation Foundation Hanyang University)Seoul National University R&Db Foundation,0,0,0,0,0,0,1,0,0
