Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,CPC,Applicants,Inventors,Priority Data,Title,Designated States,Abstract,Agents,Grant Number,Grant Date,Related Patent Documents
CN338598829,202010199886,China,20.03.2020,113429467,24.09.2021,B,"C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 5/06
					






A01H 6/54
					








C07K 14/415
					






C12N 15/82
					






A01H 5/00
					






A01H 5/06
					






A01H 6/54
					






View less classifications","C07K 14/415
					






C12N 15/8213
					






C12N 15/8271
					








C07K 14/415
					






C12N 15/8213
					






C12N 15/8271
					






View less classifications",INSTITUTE OF MICROBIOLOGY CHINESE ACADEMY OF SCIENCES中国科学院微生物研究所,KONG ZHAOSHENG孔照胜WANG QI王琪ZHANG XIAXIA张霞霞HUANG YIGE黄弋戈REN JING任静,北京纪凯知识产权代理有限公司 11245,(EN) Application of NPF7.6 protein in regulation and control of nitrogen tolerance of leguminous plant root nodules(ZH) NPF7.6蛋白在调控豆科植物根瘤耐氮性中的应用,,"(EN) The invention discloses application of NPF7.6 protein in regulation and control of nitrogen tolerance of leguminous plant root nodules. The amino acid sequence of the NPF7.6 protein is shown as SEQ ID No.2. The invention provides a method for improving nitrogen resistance of leguminous plant root nodules, which comprises the following steps of editing a gene for coding NPF7.6 protein at a fixed point by utilizing a CRISPR/Cas9 technology, namely knocking out a medicago truncatula NPF7.6 gene, so as to obtain a new germplasm of which the root nodule nitrogen resistance is obviously improved; and the nitrogen resistance of the root nodules is improved by increasing the biomass of the root nodules and increasing the length of the root nodules. The application has important application value for plant breeding.(ZH) 本发明公开了NPF7.6蛋白在调控豆科植物根瘤耐氮性中的应用，NPF7.6蛋白的氨基酸序列是SEQ ID No.2所示。本发明提供了一种提高豆科植物根瘤耐氮性的方法，利用CRISPR/Cas9技术定点编辑编码NPF7.6蛋白的基因，即敲除蒺藜苜蓿NPF7.6基因，获得了根瘤耐氮性显著提高的新种质；根瘤耐氮性提高体现为根瘤生物量的增加和根瘤长度的增加。本发明对植物育种具有重大的应用价值。",,113429467,24.01.2023,
CN361390364,202210296828,China,24.03.2022,114438105,06.05.2022,B,"C12N 15/29
					






C07K 14/415
					






C12N 15/84
					






A01H 5/12
					






A01H 6/82
					








C12N 15/29
					






C07K 14/415
					






C12N 15/84
					






A01H 5/12
					






A01H 6/82
					






View less classifications","C07K 14/415
					






C12N 15/8218
					






C12N 15/8251
					






C12N 15/8243
					






C12N 15/8205
					








C07K 14/415
					






C12N 15/8218
					






C12N 15/8251
					






C12N 15/8243
					






C12N 15/8205
					






View less classifications",LIMITED RESPONSIBILITY COMPANY OF YUNNAN CHINESE TOBACCO INDUSTRY云南中烟工业有限责任公司,YANG WENWU杨文武MI QILI米其利ZENG WANLI曾婉俐SU YANG苏杨LIU XIN刘欣GAO XI高茜JIANG JIARUI蒋佳芮LI XUEMEI李雪梅LI JING李晶ZHANG JIANDUO张建铎,,(EN) Tobacco NtMLO6-1 gene and knockout method and application thereof(ZH) 一种烟草NtMLO6-1基因及其敲除方法与应用,,"(EN) The invention discloses a tobacco NtMLO6-1 gene as well as a knockout method and application thereof. The base sequence of the tobacco NtMLO6-1 gene is as shown in SEQ ID No. 1. The method comprises the following steps: knocking out a gene editing plant of an NtMLO6-1 gene by utilizing a CRISPR/Cas9 mediated gene editing technology; the total nitrogen content and the amino acid content in the NtMLO6-1 gene knockout edited plant leaves are remarkably increased, and genetic materials and references are provided for tobacco MLO gene family regulation mechanism research and tobacco leaf total nitrogen and amino acid content regulation.(ZH) 本发明公开了一种烟草NtMLO6‑1基因及其敲除方法与应用，烟草NtMLO6‑1基因的碱基序列如SEQ ID No.1所示。本发明利用CRISPR/Cas9介导的基因编辑技术敲除NtMLO6‑1基因的基因编辑植株；NtMLO6‑1基因敲除编辑植株叶片中总氮和氨基酸含量显著增加，为烟草MLO基因家族调控机制研究、烟叶总氮及氨基酸含量调控提供遗传材料和参考借鉴。",北京维澳知识产权代理有限公司 11252,114438105,17.11.2023,
CN295319583,202010014813,China,07.01.2020,111118056,08.05.2020,B,"C12N 15/82
					






A01H 5/00
					






A01H 6/46
					








C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C12N 15/8213
					








C12N 15/8213
					






View less classifications",HUNAN HYBRID RICE RESEARCH CENTER湖南杂交水稻研究中心,ZHAO BINGRAN赵炳然LYU QIMING吕启明ZHANG XIULI张秀丽MAO BIGANG毛毕刚TANG LI唐丽HUANG ZHIYUAN黄志远ZHENG WENJIE郑文杰,,(EN) Method for realizing rice heterosis fixation(ZH) 一种实现水稻杂种优势固定的方法,,"(EN) The invention discloses a method for realizing rice heterosis fixation. An OsMADS13 promoter and a rice BBM1 gene coding sequence are connected to construct an expression cassette A; a rice zygotic embryo development key gene OsMPK6 double-target CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats)/ Cas9 knockout expression cassette B is constructed; the expression cassette A and theexpression cassette B are integrated to the same expression carrier, the expression carrier is converted into a hybrid rice seed through an agrobacterium-mediated method to obtain a T0-geneation plant; and the T0-geneation plant is subjected to selfing to obtain a selfed seed. According to the method disclosed by the invention, a rice nucellus tissue is used for specifically expressing the promoter, and a rice embryo forming key gene is subjected to specific expression in the hybrid rice nucellus tissue to induce a nucellus tissue somatic cell to form an adventitious embryo; the rice zygoticembryo development key gene is knocked out to damage a sexual reproduction process of the rice; and finally, through hybrid rice selfing, a seed capable of realizing rice heterosis fixation through asomatic cell adventitious embryo way is formed. According to the method, hybrid rice grouping efficiency can be greatly improved, and seed production does not need to be carried out in each year.(ZH) 本发明公开了一种实现水稻杂种优势固定的方法，将OsMADS13启动子与水稻BBM1基因编码序列连接，构建表达盒A；构建水稻合子胚发育关键基因OsMPK6双靶点CRISPR/Cas9敲除表达盒B；将表达盒A和B整合到同一表达载体上，并通过农杆菌介导法转化到杂交水稻种子中得到T0代植株；T0代植株进行自交得到自交种子。本发明利用水稻珠心组织特异表达启动子，将水稻成胚关键基因在杂交水稻珠心组织中特异表达，诱导珠心组织体细胞形成不定胚；将水稻合子胚发育关键基因敲除，破坏水稻有性生殖过程；最后通过杂交水稻自交，形成以体细胞不定胚方式固定水稻杂种优势的种子，可以大大提高杂交水稻配组效率，无需年年制种。",湖南兆弘专利事务所(普通合伙) 43008,111118056,09.05.2023,
CN374079005,202210680893,China,15.06.2022,114989283,02.09.2022,B,"C07K 14/415
					






C12N 15/29
					






C12N 15/84
					






A01H 5/00
					






A01H 6/46
					








C07K 14/415
					






C12N 15/29
					






C12N 15/84
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8282
					






C12N 15/8218
					








C07K 14/415
					






C12N 15/8282
					






C12N 15/8218
					






View less classifications",SHENYANG AGRICULTURAL UNIVERSITY沈阳农业大学,SUN QIAN孙倩XUAN YUANHU玄元虎LIN QIUJUN林秋君MEI QIONG梅琼YANG SHUO杨硕CHEN HUAN陈欢LI ZHUO李卓,,(EN) Application of TCP19 protein in regulation and control of rice sheath blight resistance(ZH) TCP19蛋白在调控水稻抗纹枯病中的应用,,"(EN) The invention provides application of TCP19 protein in regulation and control of rice sheath blight resistance, and relates to the technical field of biology. According to the invention, a coding gene of a TCP19 protein in receptor rice is edited through CRISPR/Cas9 gene editing, and a TCP19 knockout transgenic plant tcp19 is obtained. Meanwhile, a TCP19 overexpression transgenic plant TCP19-OX is obtained through an overexpression transgenic technology. Through sheath blight resistance identification, it is found that compared with wild rice, tcp19 is more resistant to diseases, and TCP19-OX is more susceptible to diseases. The TCP19 protein is related to the resistance of the rice to the sheath blight disease, the TCP19 knockout enhances the resistance of the rice to the sheath blight disease, the TCP19 knockout can be used for creating new germplasm resistant to the rice sheath blight disease, and the application of the TCP19 protein is proved to be of great significance to creation of germplasm resources resistant to the rice sheath blight disease and effective prevention and control of the sheath blight disease.(ZH) 本发明提供了TCP19蛋白在调控水稻抗纹枯病中的应用，涉及生物技术领域。本发明通过CRISPR/Cas9基因编辑对受体水稻中的TCP19蛋白质的编码基因进行编辑，获得TCP19敲除的转基因植株tcp19。同时通过过表达转基因技术获得TCP19过表达转基因植株TCP19‑OX。通过纹枯病抗性鉴定发现，与野生型水稻对照相比，tcp19更抗病，TCP19‑OX更感病。证实TCP19蛋白与水稻对纹枯病的抗性相关，TCP19敲除增强水稻对纹枯病的抗性，可用于创制水稻纹枯病抗性新种质，证实了本发明所述应用对水稻抗纹枯病种质资源创制和纹枯病的有效防控具有重要意义。",北京方圆嘉禾知识产权代理有限公司 11385,114989283,04.07.2023,
CN179622310,201610405986,China,10.06.2016,106086008,09.11.2016,B,"C12N 15/11
					






C12N 15/89
					








C12N 15/11
					






C12N 15/89
					






View less classifications","C07K 14/43563
					






C12N 15/89
					








C07K 14/43563
					






C12N 15/89
					






View less classifications","INSTITUTE OF PLANT PROTECTION, CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院植物保护研究所",LYU ZHICHUANG吕志创WANG YUAN王原LIU WANXUE刘万学WAN FANGHAO万方浩,,(EN) CRISPR/cas9 (clustered regularly interspaced short palindromic repeats/associated proteins) system of bemisia tabaci MED cryptic species TRP gene and application of CRISPR/cas9 system(ZH) 烟粉虱MED隐种TRP基因的CRISPR/cas9系统及其应用,,"(EN) The invention relates to the field of genetic engineering, in particular to a CRISPR/cas9 (clustered regularly interspaced short palindromic repeats/associated proteins) system of a bemisia tabaci MED cryptic species TRP gene and an application of the CRISPR/cas9 system. By overcoming an off-target effect by optimizing a synthetic primer of a target site of sgRNA of a bemisia tabaci MED cryptic species TRP sequence, the expression of a target gene can be inhibited from a nuclear gene level, so that a durable and stable effect is achieved and a durable and stable mutant type is formed.(ZH) 本发明涉及基因工程领域，具体涉及烟粉虱MED隐种TRP基因的CRISPR/cas9系统及其应用。优化烟粉虱MED隐种TRP基因序列的sgRNA的靶标位点的合成引物克服脱靶效应，能从核基因水平抑制目的基因表达，从而达到持久稳定的效果，成持久稳定的突变型。",北京法思腾知识产权代理有限公司 11318,106086008,12.03.2019,
CN217880413,201810051692,China,19.01.2018,108004218,08.05.2018,B,"C12N 9/12
					






C12N 15/54
					






C12N 15/82
					






A01H 5/10
					






A01H 6/46
					








C12N 9/12
					






C12N 15/54
					






C12N 15/82
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C12N 9/1205
					






C12N 15/8261
					






C12Y 207/0104
					








C12N 9/1205
					






C12N 15/8261
					






C12Y 207/0104
					






View less classifications",SICHUAN AGRICULTURAL UNIVERSITY四川农业大学,TU BIN涂斌HU LI胡丽LI JIALIAN李佳莲LI SHIGUI李仕贵MA BINGTIAN马炳田WANG YUPING王玉平QIN PENG钦鹏CHEN WEILAN陈薇兰ZHENG LING郑灵,,(EN) Gene OsPK3 for controlling 1000-grain weight of rice(ZH) 一种控制水稻千粒重的基因OsPK3及应用,,"(EN) The invention discloses a gene OsPK3 for controlling 1000-grain weight of rice. The nucleotide sequence of the gene is the nucleotide sequence which is shown in SEQ ID NO:2, or the nucleotide sequencewhich is shown in the SEQ ID NO:2 and can encode the same functional protein by substituting, deleting and/or adding one or more nucleotides. According to the gene OsPK3 for controlling the 1000-grain weight of the rice, a new gene OsPK3 is positioned through a map-based cloning method, and a transgenic mutant strain is formed by knocking out the gene OsPK3 by utilizing a CRISPR/Cas9 system; whenthe mutant plant is compared with a wild type, the seed grain thickness is decreased, the 1000-grain weight is remarkably reduced, and the plant height is reduced, which show that the gene is the gene for controlling the 1000-grain weight of the rice and can be used for high-yield and stable-yield breeding of the rice.(ZH) 本发明公开了一种控制水稻千粒重的基因OsPK3及应用，该基因的核苷酸序列为SEQ ID NO：2所示的核苷酸序列；或SEQ ID NO：2所示的核苷酸序列经取代、缺失和/或添加一个或多个核苷酸，且能编码相同功能蛋白质的核苷酸序列。本发明通过图位克隆的方法定位到了一个新基因OsPK3并利用CRISPR/Cas9系统对该基因OsPK3进行敲除后形成转基因突变株系，突变体植株与野生型相比，均表现出种子粒厚变小，千粒重显著降低，株高变矮，说明该基因是控制水稻千粒重的基因，可用于水稻高产、稳产育种。",成都正华专利代理事务所(普通合伙) 51229,108004218,26.05.2020,
CN432885828,202410476285,China,19.04.2024,118222611,21.06.2024,B,"C12N 15/82
					






C12N 15/113
					






C07K 14/415
					






A01H 5/10
					






A01H 6/46
					








C12N 15/82
					






C12N 15/113
					






C07K 14/415
					






A01H 5/10
					






A01H 6/46
					






View less classifications","C12N 15/8218
					






C12N 15/8261
					






C12N 15/113
					






C07K 14/415
					






C12N 2310/20
					






Y02A 40/146
					








C12N 15/8218
					






C12N 15/8261
					






C12N 15/113
					






C07K 14/415
					






C12N 2310/20
					






Y02A 40/146
					






View less classifications",XINYANG NORMAL UNIVERSITY信阳师范学院,ZHAO JINHUI赵金会XIN YI辛怡WANG QUANXIU汪全秀CUI WEIWEI崔薇薇WEI CHANGSU魏昶夙,,(EN) Application of rice anchoring protein OsANK3 and coding gene thereof in regulation and control of seed development(ZH) 水稻锚定蛋白OsANK3及其编码基因在调控种子发育中的应用,,"(EN) The invention discloses application of a rice anchoring protein OsANK3 and a coding gene thereof in regulation and control of seed sizes and/or cultivation of plant varieties with improved seed grain shapes, and belongs to the field of plant genetic engineering. According to the invention, a CRISPR/Cas9-OsANK3 gene knockout vector is constructed, and rice is transformed by using an agrobacterium-mediated method, so that the OsANK3 gene knockout mutant is obtained. The grain length, the grain thickness and the thousand grain weight of the OsANK3 gene knockout mutant are remarkably increased compared with those of wild seeds. Therefore, the OsANK3 gene participates in the seed size development process as a negative regulation factor, so that the OsANK3 gene can be applied to genetic breeding for improving the seed shape and thousand seed weight.(ZH) 本发明公开了一种水稻锚定蛋白OsANK3及其编码基因在调控种子大小和/或培育改良种子粒型的植物品种中的应用，属于植物基因工程领域。本发明通过构建CRISPR/Cas9‑OsANK3基因敲除载体，利用农杆菌介导法转化水稻，获得OsANK3基因敲除突变体。OsANK3基因敲除突变体较野生型种子的粒长、粒厚和千粒重都显著增加。因此，OsANK3基因作为负调控因子参与了种子大小发育过程，因而可以用于改良种子粒型和千粒重的遗传育种中。",北京清控智云知识产权代理事务所(特殊普通合伙) 11919北京清控智云知识产权代理事务所(特殊普通合伙) 11919,118222611,10.01.2025,
,,,,,,,,,,,,,,,,,,
CN343415213,202110987393,China,26.08.2021,113637685,12.11.2021,B,"C12N 15/29
					






C12N 15/82
					






C12N 15/113
					






C07K 14/415
					






A01H 5/00
					






A01H 6/46
					








C12N 15/29
					






C12N 15/82
					






C12N 15/113
					






C07K 14/415
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/113
					






C12N 15/8218
					






C12N 15/8273
					






C12N 2310/20
					








C07K 14/415
					






C12N 15/113
					






C12N 15/8218
					






C12N 15/8273
					






C12N 2310/20
					






View less classifications","HUNAN AGRICULTURAL UNIVERSITY湖南农业大学INSTITUTE OF PLANT PROTECTION, HUNAN PROVINCE湖南省植物保护研究所",WANG DAN王丹LIU ZHUO刘茁LI CHENGGANG李成刚JIANG SU蒋素XIAO YINGHUI肖应辉,,(EN) Rice cold-resistant gene OsRab11C1 and application thereof(ZH) 一种水稻耐寒基因OsRab11C1及其应用,,"(EN) The invention discloses a rice cold-resistant gene OsRab11C1 and application thereof, and belongs to the technical field of gene editing. The rice cold-resistant gene OsRab11C1 is a negative regulation gene, the nucleotide sequence of the rice cold-resistant gene OsRab11C1 is a sequence shown in SEQ ID NO.1, and the amino acid sequence of the encoded protein of the rice cold-resistant gene OsRab11C1 is a sequence shown in SEQ ID NO.2; the invention relates to application of a rice cold-resistant gene OsRab11C1 in improving the cold resistance of rice. The application method comprises the following steps: S1, synthesizing gRNA according to a coding sequence of the rice cold-resistant gene OsRab11C1; S2, constructing the gRNA synthesized in the step S1 to a gene editing carrier CRISPR/cas9 (clustered regularly interspaced short palindromic repeats/cas9); and S3, transforming the vector constructed in the step S2 into Nipponbare rice through adoption of an agrobacterium transgenosis method, and obtaining cold-resistant rice, wherein the nucleotide sequence of gRNA is the sequence shown in SEQ ID NO.3, and agrobacterium adopted in the agrobacterium transgenosis method is an EHA105 strain. The rice cold-resistant gene OsRab11C1 is knocked out by using a gene editing technology (CRISPR), and the cold resistance of rice can be remarkably improved.(ZH) 本发明公开了一种水稻耐寒基因OsRab11C1及其应用，属于基因编辑技术领域。水稻耐寒基因OsRab11C1为负调控基因，其核苷酸序列为SEQ ID NO.1所示的序列，其编码蛋白的氨基酸序列为SEQ ID NO.2所示的序列；水稻耐寒基因OsRab11C1在提高水稻耐寒性能中的应用，其应用的方法如下：S1、根据水稻耐寒基因OsRab11C1编码序列合成gRNA；S2、将S1步骤合成的gRNA构建到基因编辑载体CRISPR/cas9；S3、利用农杆菌转基因方法将S2步骤构建的载体转化到日本晴水稻，得到耐寒水稻，其中gRNA的核苷酸序列为SEQ ID NO.3所示的序列，其中农杆菌转基因方法采用的农杆菌为EHA105菌株。本发明利用基因编辑技术(CRISPR)敲除水稻耐寒基因OsRab11C1，可显著提高水稻的耐寒性能。",广州市华学知识产权代理有限公司 44245,113637685,18.04.2023,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
CN352777334,202111195985,China,14.10.2021,114058618,18.02.2022,B,"C12N 15/113
					






C12N 15/85
					






C12N 15/55
					






C12N 15/53
					








C12N 15/113
					






C12N 15/85
					






C12N 15/55
					






C12N 15/53
					






View less classifications","C12N 15/1137
					






C12N 15/85
					






C12N 9/22
					






C12N 9/0016
					






C12N 2310/20
					






C12N 2800/105
					






View more classifications
							






C12N 15/1137
					






C12N 15/85
					






C12N 9/22
					






C12N 9/0016
					






C12N 2310/20
					






C12N 2800/105
					






C12Y 104/01002
					






View less classifications",SOUTH CHINA NORMAL UNIVERSITY华南师范大学CAS CENTER FOR EXCELLENCE IN MOLECULAR PLANT SCIENCES中国科学院分子植物科学卓越创新中心,YI MEIYAN衣玫妍YANG XU杨煦LIU ZULIAN刘祖莲HUANG YONGPING黄勇平XIANG HUI相辉,,(EN) Application of glutamate dehydrogenase as target spot in pest control(ZH) 谷氨酸脱氢酶作为靶点在防治害虫中的应用,,"(EN) The invention belongs to the technical field of biology, and discloses application of glutamate dehydrogenase as a target spot in pest control. The invention discloses the application of glutamate dehydrogenase as a target spot in pest control for the first time, GDH is knocked out through target gene screening in combination with a CRISPR/Cas9 technology, and the importance of glutamate dehydrogenase to growth and development of pests is proved. GDH gene mutants are successfully obtained in pests by utilizing a transgenic CRISPR/Cas9 technology, GDH gene mutation seriously affects normal growth and development of the pests, individuals become small, and the pests are prone to being infected with viruses in a larval stage and die, and massive death caused by GDH gene mutation in the larval stage can be used for pest control.(ZH) 本发明属于生物技术领域，公开了谷氨酸脱氢酶作为靶点在防治害虫中的应用。本发明首次公开了谷氨酸脱氢酶作为靶点在防治害虫中的应用，通过过靶标基因筛选并结合CRISPR/Cas9技术敲除GDH，证明了谷氨酸脱氢酶对害虫生长发育的重要性。本发明在害虫中利用转基因CRISPR/Cas9技术成功获得了GDH基因突变体，GDH基因突变严重影响害虫正常生长发育，个体变小，幼虫期易感染病毒而死亡：GDH基因突变导致的幼虫期大量死亡可用于害虫防治。",广州嘉权专利商标事务所有限公司 44205,114058618,16.05.2023,
CN374857622,202210652599,China,09.06.2022,115011618,06.09.2022,B,"C12N 15/54
					






C12N 9/10
					






C12N 15/84
					






C12N 15/74
					






C12N 1/21
					






A01H 5/00
					






View more classifications
							






C12N 15/54
					






C12N 9/10
					






C12N 15/84
					






C12N 15/74
					






C12N 1/21
					






A01H 5/00
					






A01H 6/46
					






C12R 1/01
					






View less classifications","C12N 9/1007
					






C12N 15/8261
					






C12N 15/8218
					






C12N 15/8243
					






C12N 15/743
					






Y02P 60/21
					








C12N 9/1007
					






C12N 15/8261
					






C12N 15/8218
					






C12N 15/8243
					






C12N 15/743
					






Y02P 60/21
					






View less classifications",SOUTH CHINA AGRICULTURAL UNIVERSITY华南农业大学,LIU HUILI刘慧丽LIANG WEI梁玮DONG MENGGE董孟格,,(EN) Method for improving water transport efficiency of rice and/or promoting xylem growth of rice(ZH) 一种提高水稻水分运输效率和/或促进水稻木质部增长的方法,,"(EN) The invention discloses a method for improving water transport efficiency of rice and/or promoting xylem growth of rice, which is characterized in that RNA (Ribonucleic Acid) methyltransferase gene OsEVB or RNA methyltransferase OsEVB is knocked out and/or silenced by a CRISPR-Cas9 (Clustered Regularly Interspaced Short Palindromic Repeats) technology, so that the obtained transgenic rice plant has increased stem vascular bundles, increased xylem and increased woody cells. By means of the method, the rice moisture transportation capacity and/or the rice moisture transportation efficiency can be improved. The method solves the problem that people have less research on the vascular development regulation and control mechanism of monocotyledon mode plant rice at present, and provides a new method and thought for innovating efficient water transportation of rice.(ZH) 本发明公开了一种提高水稻水分运输效率和/或促进水稻木质部增长的方法，所述方法通过CRISPR‑Cas9技术敲除和/或沉默RNA甲基转移酶基因OsEVB或RNA甲基转移酶OsEVB，从而使得到的转基因水稻植株茎秆维管束增大、木质部增大、木质细胞增多。利用该方法可以提高水稻水分运输能力和/或提高水稻水分运输效率。解决了目前人们对单子叶模式植物水稻的维管发育调控机制研究较少的问题，为创新水稻高效水分运输提供新的方法和思路。",广州粤高专利商标代理有限公司 44102,115011618,02.06.2023,
CN435098125,202410359122,China,27.03.2024,118256552,28.06.2024,B,"C12N 15/84
					






C12N 15/29
					






A01H 6/46
					






A01H 5/10
					








C12N 15/84
					






C12N 15/29
					






A01H 6/46
					






A01H 5/10
					






View less classifications","C12N 15/8261
					






C12N 15/8218
					






C12N 15/8205
					






C07K 14/415
					








C12N 15/8261
					






C12N 15/8218
					






C12N 15/8205
					






C07K 14/415
					






View less classifications",HUAIYIN NORMAL UNIVERSITY淮阴师范学院,GAO QINGSONG高清松DING JIAYI丁佳怡,,(EN) Application of rice OsFWL1 gene in improving rice quality(ZH) 水稻OsFWL1基因在改良稻米品质中的应用,,"(EN) The invention discloses application of a rice OsFWL1 gene in improving rice quality, and relates to the technical field of plant genetic engineering. According to the invention, a gene knockout target site in a coding region of the rice OsFWL1 gene is designed, a gene knockout mutant is constructed by using a CRISPR/Cas9 technology, and the OsFWL1 gene in rice is knocked out. Through offspring separation and detection, a homozygous mutant without transgene insertion is obtained. The length of single-plant grains of different mutants is obviously larger than that of wild type grains, and the appearance quality is better. The contents of metal trace elements Fe and Mn in the mutant brown rice are obviously increased compared with the contrast, and the mutant brown rice has better nutritional quality. In addition, the content of heavy metal Cd in the mutant brown rice is remarkably reduced. Therefore, the method for knocking out the rice OsFWL1 gene to simultaneously improve the appearance quality and the nutritional quality of rice and reduce the content of Cd has important application value and can generate good economic benefits.(ZH) 本发明公开了水稻OsFWL1基因在改良稻米品质中的应用，涉及植物基因工程技术领域。本发明通过设计水稻OsFWL1基因编码区基因敲除靶标位点，利用CRISPR/Cas9技术构建基因敲除突变体，敲除水稻中的OsFWL1基因。通过后代分离和检测，获得了无转基因插入的纯合突变体。不同突变体单株籽粒粒长显著大于野生型，具有更好的外观品质。突变体糙米中金属微量元素Fe和Mn的含量与对照相比显著增加，具有更好的营养品质。此外，突变体糙米中重金属Cd的含量显著降低。因此，本发明提供的敲除水稻OsFWL1基因以同时改良稻米外观品质和营养品质、降低Cd含量的方法，具有重要的应用价值，能产生良好的经济效益。",南京智转慧移知识产权代理有限公司 32649,118256552,10.09.2024,
CN395776531,202211253287.X,China,13.10.2022,115927381,07.04.2023,B,"C12N 15/29
					






C12N 15/11
					






C12N 15/82
					






C12N 15/84
					






A01H 5/02
					






A01H 6/20
					








C12N 15/29
					






C12N 15/11
					






C12N 15/82
					






C12N 15/84
					






A01H 5/02
					






A01H 6/20
					






View less classifications","Y02A 40/146
					








Y02A 40/146
					






View less classifications",ANHUI AGRICULTURAL UNIVERSITY安徽农业大学,WANG TENGYUE王腾岳LI PEIJIN李培金LIU JIFANG刘继芳TAO ZHEN陶珍WANG CHUANHONG王传宏,,(EN) Rape RNA processing factor NCBP gene and application thereof(ZH) 一种油菜RNA加工因子NCBP基因及其应用,,"(EN) The invention discloses a rape RNA processing factor NCBP gene and application thereof, and relates to the technical field of gene engineering, the gene is located on A10 chromosome of rape, and has a nucleotide sequence shown as SEQ ID NO.1 or a nucleotide sequence complementary with the sequence shown as SEQ ID NO.1. The application of the NCBP gene in regulating and controlling the flowering phase of the plant is disclosed for the first time, a brassica napus variety Westar is subjected to genetic transformation through a CRISPR-Cas9 technology to carry out gene editing on a rape NCBP gene family, a homozygous mutant material containing target gene mutation is obtained through further screening, the mutant material shows late flowering, NCBP.A10 shows early flowering through overexpression in arabidopsis thaliana, and the NCBP gene can be used for regulating and controlling the flowering phase of the plant. The application of the NCBP gene in regulation and control of the flowering phase of the rape is proved. The invention provides a new gene resource and a new thought for culturing brassica napus with a proper growth period.(ZH) 本发明公开了一种油菜RNA加工因子NCBP基因及其应用，涉及基因工程技术领域，该基因位于油菜的A10染色体上，具有如SEQ ID NO.1所示的核苷酸序列，或具有与SEQ IDNO.1所示序列互补的核苷酸序列。本发明首次公开NCBP基因在调控植物花期中的用途，通过CRISPR‑Cas9技术遗传转化甘蓝型油菜品种Westar对油菜NCBP基因家族进行基因编辑，进一步筛选获得含有目的基因突变的纯合突变体材料，突变体材料表现出晚花，NCBP.A10在拟南芥中的过表达表现出早花，证实了NCBP基因在油菜花期调控中的用途。本发明为培养生育期适当的甘蓝型油菜提供了新的基因资源和新思路。",合肥中谷知识产权代理事务所(普通合伙) 34146,115927381,14.02.2025,
CN356055569,202111586843,China,23.12.2021,114196679,18.03.2022,B,"C12N 15/29
					






C12N 15/82
					






C07K 14/415
					






A01H 5/00
					






A01H 6/46
					








C12N 15/29
					






C12N 15/82
					






C07K 14/415
					






A01H 5/00
					






A01H 6/46
					






View less classifications","C07K 14/415
					






C12N 15/8261
					






Y02A 40/146
					








C07K 14/415
					






C12N 15/8261
					






Y02A 40/146
					






View less classifications",WUHAN BIOLOGICAL ENGINEERING COLLEGE武汉生物工程学院,LYU KAI吕凯LI QIN李琴LUO MENG骆梦YUAN FEIRONG袁飞荣LIAN XINGMING练兴明,,(EN) Application of copper ion transporter gene OsCOPT7 in rice breeding(ZH) 铜离子转运蛋白基因OsCOPT7在水稻选育中的应用,,"(EN) The invention discloses application of a copper ion transporter gene OsCOPT7 in rice breeding, and belongs to the field of plant genetic engineering. The amino acid sequence of the protein encoded by the OsCOPT7 gene is as shown in SEQ ID NO. 1, and the CDS sequence is as shown in SEQ ID NO. 2. By constructing OsCOPT7 gene overexpression (OE) and knockout (CRISPR) transgenic materials, it is found that the yield of a single plant of an OsCOPT7 overexpression family is decreased, the yield of an OsCOPT7 knockout family is remarkably increased, and the rice yield is increased by conducting deletion mutation on a coding region of the gene. Therefore, the OsCOPT7 gene can be used in rice breeding to improve the rice yield, and has a good application prospect in genetic engineering breeding.(ZH) 本发明公开了铜离子转运蛋白基因OsCOPT7在水稻选育中的应用，属于植物基因工程领域。OsCOPT7基因编码蛋白质的氨基酸序列如SEQ ID NO.1所示，CDS序列如SEQ ID NO.2所示。本发明通过构建OsCOPT7基因超表达(OE)和敲除(CRISPR)转基因材料，发现OsCOPT7超表达家系单株产量下降，而OsCOPT7敲除家系产量显著提高，通过将该基因的编码区进行缺失突变提高了水稻产量。因此，OsCOPT7基因可用于水稻选育中以提高水稻产量，其在基因工程育种中有良好的应用前景。",武汉科皓知识产权代理事务所(特殊普通合伙) 42222,114196679,05.05.2023,
